requisition_id,department,country,job_family,seniority_level,open_date,close_date,days_to_fill,candidates_screened,candidates_interviewed,hired_employee_id,source
REQ-01157,Customer Support,Norge,Specialist,Mid,2022-07-03,2022-08-06,34,21,8,EMP-03706,Job Board
REQ-01158,Customer Support,Danmark,Individual Contributor,Junior,2023-11-02,2023-11-23,21,142,7,EMP-03707,Internal
REQ-01159,Marketing,Tyskland,Specialist,Mid,2022-11-30,2023-01-20,51,144,8,EMP-03715,Referral
REQ-01160,Operations,Norge,Specialist,Mid,2022-01-29,2022-03-02,32,84,15,EMP-03719,Agency
REQ-01161,Customer Support,Sverige,Individual Contributor,Junior,2023-01-05,2023-02-19,45,33,5,EMP-03722,LinkedIn
REQ-01162,Marketing,Norge,Individual Contributor,Junior,2024-11-04,2024-12-10,36,82,11,EMP-03725,Referral
REQ-01163,Customer Support,Norge,Individual Contributor,Junior,2024-10-05,2024-12-10,66,75,11,EMP-03728,Referral
REQ-01164,Operations,Finland,Individual Contributor,Mid,2022-08-17,2022-09-27,41,56,10,EMP-03733,Internal
REQ-01165,Sales,Finland,Individual Contributor,Junior,2024-09-02,2024-09-16,14,78,8,EMP-03734,Agency
REQ-01166,Customer Support,Finland,Individual Contributor,Junior,2024-10-30,2024-12-10,41,87,13,EMP-03742,LinkedIn
REQ-01167,Customer Support,Norge,Individual Contributor,Mid,2022-08-06,2022-09-13,38,25,8,EMP-03744,Job Board
REQ-01168,Operations,Norge,Individual Contributor,Junior,2024-10-30,2024-12-10,41,132,15,EMP-03746,LinkedIn
REQ-01169,Customer Support,Finland,Individual Contributor,Mid,2022-10-11,2022-12-07,57,35,4,EMP-03748,Referral
REQ-01170,Operations,Danmark,Individual Contributor,Junior,2024-11-14,2024-12-10,26,102,5,EMP-03749,Referral
REQ-01171,Operations,Norge,Specialist,Senior,2022-10-29,2023-01-10,73,90,14,EMP-03750,Referral
REQ-01172,Engineering,Finland,Individual Contributor,Mid,2021-10-25,2022-01-07,74,133,13,EMP-03752,Referral
REQ-01173,Sales,Sverige,Individual Contributor,Junior,2024-05-26,2024-07-01,36,95,8,EMP-03754,Agency
REQ-01174,Engineering,Tyskland,Individual Contributor,Junior,2024-05-19,2024-06-27,39,122,9,EMP-03755,LinkedIn
REQ-01175,Sales,Danmark,Individual Contributor,Mid,2023-09-20,2023-11-22,63,74,3,EMP-03756,Referral
REQ-01176,Engineering,Norge,Individual Contributor,Mid,2023-06-07,2023-08-06,60,55,11,EMP-03757,Job Board
REQ-01177,Operations,Sverige,Specialist,Mid,2023-06-08,2023-07-05,27,125,6,EMP-03758,Job Board
REQ-01178,Sales,Tyskland,Individual Contributor,Mid,2023-12-14,2024-02-08,56,131,6,EMP-03762,Job Board
REQ-01179,Customer Support,Sverige,Individual Contributor,Junior,2024-07-15,2024-08-22,38,137,6,EMP-03765,LinkedIn
REQ-01180,Sales,Norge,Individual Contributor,Junior,2024-01-22,2024-03-19,57,70,11,EMP-03766,Job Board
REQ-01181,Operations,Sverige,Individual Contributor,Mid,2024-06-04,2024-06-26,22,121,11,EMP-03768,Agency
REQ-01182,Finance,Danmark,Specialist,Mid,2022-05-21,2022-06-21,31,120,12,EMP-03780,Job Board
REQ-01183,Engineering,Danmark,Individual Contributor,Junior,2022-06-08,2022-08-17,70,105,10,EMP-03787,LinkedIn
REQ-01184,Finance,Finland,Individual Contributor,Junior,2024-07-11,2024-08-14,34,35,15,EMP-03791,LinkedIn
REQ-01185,Customer Support,Norge,Individual Contributor,Junior,2024-11-09,2024-12-10,31,28,14,EMP-03794,LinkedIn
REQ-01186,Operations,Sverige,Specialist,Mid,2023-12-30,2024-01-13,14,72,4,EMP-03795,Internal
REQ-01187,Engineering,Norge,Individual Contributor,Mid,2022-11-19,2023-01-14,56,129,5,EMP-03797,Internal
REQ-01188,Operations,Tyskland,Individual Contributor,Junior,2023-02-10,2023-04-03,52,65,6,EMP-03800,Agency
REQ-01189,R&D,Finland,Individual Contributor,Mid,2024-11-09,2024-12-10,31,123,5,EMP-03806,LinkedIn
REQ-01190,Engineering,Sverige,Individual Contributor,Junior,2022-11-09,2023-01-04,56,81,7,EMP-03807,Internal
REQ-01191,Engineering,Tyskland,Individual Contributor,Junior,2024-06-04,2024-07-15,41,69,6,EMP-03809,Referral
REQ-01192,Customer Support,Danmark,Individual Contributor,Junior,2023-05-11,2023-05-25,14,134,4,EMP-03811,Job Board
REQ-01193,Engineering,Sverige,Individual Contributor,Mid,2022-09-29,2022-11-13,45,64,3,EMP-03818,Job Board
REQ-01194,Customer Support,Norge,Individual Contributor,Mid,2023-03-28,2023-04-23,26,102,10,EMP-03821,LinkedIn
REQ-01195,Engineering,Sverige,Individual Contributor,Junior,2024-04-28,2024-06-18,51,52,4,EMP-03824,LinkedIn
REQ-01196,Operations,Finland,Individual Contributor,Mid,2022-01-09,2022-02-18,40,128,3,EMP-03831,Referral
REQ-01197,Sales,Danmark,Individual Contributor,Mid,2022-02-15,2022-04-11,55,67,11,EMP-03833,Agency
REQ-01198,Operations,Sverige,Individual Contributor,Junior,2024-02-06,2024-03-03,26,54,15,EMP-03836,Agency
REQ-01199,Engineering,Norge,Individual Contributor,Mid,2023-01-27,2023-03-16,48,150,10,EMP-03839,LinkedIn
REQ-01200,Sales,Sverige,Individual Contributor,Mid,2023-04-12,2023-05-20,38,84,8,EMP-03840,Referral
REQ-01201,R&D,Tyskland,Individual Contributor,Junior,2024-07-26,2024-08-29,34,103,15,EMP-03844,LinkedIn
REQ-01202,Sales,Norge,Individual Contributor,Mid,2023-08-03,2023-08-29,26,50,13,EMP-03847,Job Board
REQ-01203,Marketing,Tyskland,Specialist,Mid,2023-10-05,2023-11-09,35,140,9,EMP-03848,Agency
REQ-01204,Finance,Sverige,Individual Contributor,Mid,2023-04-02,2023-05-14,42,34,10,EMP-03859,LinkedIn
REQ-01205,Sales,Sverige,Individual Contributor,Mid,2022-02-24,2022-04-13,48,118,3,EMP-03860,Internal
REQ-01206,Customer Support,Finland,Individual Contributor,Junior,2023-08-16,2023-08-30,14,131,10,EMP-03861,LinkedIn
REQ-01207,HR,Norge,Individual Contributor,Junior,2022-12-11,2023-01-22,42,78,13,EMP-03865,Job Board
REQ-01208,Operations,Sverige,Individual Contributor,Junior,2023-05-25,2023-06-18,24,77,7,EMP-03868,Referral
REQ-01209,Customer Support,Norge,Individual Contributor,Junior,2024-10-19,2024-12-10,52,146,4,EMP-03872,Referral
REQ-01210,Sales,Norge,Individual Contributor,Mid,2022-06-30,2022-08-17,48,48,8,EMP-03873,Job Board
REQ-01211,Engineering,Danmark,Individual Contributor,Junior,2024-10-08,2024-12-10,63,128,6,EMP-03876,LinkedIn
REQ-01212,HR,Sverige,Individual Contributor,Mid,2023-05-25,2023-06-20,26,24,9,EMP-03880,Agency
REQ-01213,Engineering,Sverige,Individual Contributor,Junior,2024-11-11,2024-12-10,29,40,3,EMP-03881,Job Board
REQ-01214,Operations,Norge,Individual Contributor,Junior,2024-10-17,2024-12-10,54,40,6,EMP-03884,Agency
REQ-01215,HR,Sverige,Individual Contributor,Junior,2024-10-19,2024-12-10,52,74,4,EMP-03885,LinkedIn
REQ-01216,Marketing,Finland,Individual Contributor,Mid,2022-09-22,2022-10-06,14,25,6,EMP-03892,Internal
REQ-01217,Operations,Norge,Individual Contributor,Junior,2021-12-13,2022-02-06,55,122,10,EMP-03893,LinkedIn
REQ-01218,Operations,Sverige,Individual Contributor,Junior,2022-03-17,2022-04-26,40,148,7,EMP-03895,Internal
REQ-01219,Operations,Tyskland,Individual Contributor,Junior,2023-02-11,2023-03-19,36,132,6,EMP-03897,Internal
REQ-01220,Engineering,Norge,Individual Contributor,Mid,2022-07-28,2022-09-03,37,30,11,EMP-03900,Internal
REQ-01221,Sales,Norge,Individual Contributor,Junior,2023-02-20,2023-04-11,50,42,9,EMP-03902,Referral
REQ-01222,R&D,Danmark,Individual Contributor,Mid,2022-09-29,2022-10-27,28,30,6,EMP-03903,LinkedIn
REQ-01223,Engineering,Norge,Individual Contributor,Junior,2024-06-15,2024-07-28,43,73,14,EMP-03904,Agency
REQ-01224,Customer Support,Danmark,Individual Contributor,Mid,2022-04-08,2022-04-22,14,52,3,EMP-03914,Internal
REQ-01225,Marketing,Danmark,Individual Contributor,Junior,2024-03-10,2024-04-02,23,122,5,EMP-03920,Referral
REQ-01226,R&D,Finland,Individual Contributor,Junior,2023-05-31,2023-06-30,30,107,14,EMP-03923,Referral
REQ-01227,Sales,Norge,Individual Contributor,Junior,2024-11-26,2024-12-10,14,22,7,EMP-03924,LinkedIn
REQ-01228,Operations,Norge,Individual Contributor,Mid,2023-06-09,2023-08-06,58,104,4,EMP-03925,Agency
REQ-01229,Engineering,Norge,Individual Contributor,Mid,2022-02-06,2022-03-26,48,130,11,EMP-03926,Agency
REQ-01230,Sales,Norge,Individual Contributor,Junior,2024-11-26,2024-12-10,14,77,12,EMP-03927,LinkedIn
REQ-01231,Engineering,Norge,Individual Contributor,Junior,2024-05-18,2024-06-22,35,36,7,EMP-03928,Job Board
REQ-01232,Finance,Sverige,Individual Contributor,Mid,2022-05-13,2022-06-08,26,116,10,EMP-03933,Referral
REQ-01233,Engineering,Norge,Individual Contributor,Junior,2024-08-29,2024-10-09,41,135,6,EMP-03936,LinkedIn
REQ-01234,Sales,Danmark,Individual Contributor,Junior,2022-08-18,2022-10-04,47,87,9,EMP-03937,Internal
REQ-01235,Operations,Norge,Specialist,Mid,2023-12-11,2024-01-10,30,116,10,EMP-03938,Referral
REQ-01236,Operations,Sverige,Individual Contributor,Junior,2024-11-04,2024-12-10,36,122,11,EMP-03939,LinkedIn
REQ-01237,Marketing,Sverige,Individual Contributor,Junior,2022-10-21,2022-11-21,31,73,3,EMP-03944,Internal
REQ-01238,Engineering,Danmark,Individual Contributor,Mid,2023-03-19,2023-05-25,67,144,6,EMP-03945,Referral
REQ-01239,Customer Support,Danmark,Specialist,Mid,2022-03-15,2022-05-09,55,81,11,EMP-03946,Internal
REQ-01240,Finance,Danmark,Individual Contributor,Junior,2024-11-08,2024-12-10,32,146,7,EMP-03947,Job Board
REQ-01241,Sales,Danmark,Individual Contributor,Mid,2022-12-03,2022-12-23,20,88,6,EMP-03952,Internal
REQ-01242,Operations,Danmark,Individual Contributor,Junior,2024-11-07,2024-12-10,33,149,13,EMP-03953,LinkedIn
REQ-01243,Sales,Finland,Individual Contributor,Junior,2023-04-13,2023-04-27,14,62,8,EMP-03954,Agency
REQ-01244,Engineering,Norge,Individual Contributor,Junior,2021-11-26,2022-01-19,54,27,7,EMP-03955,LinkedIn
REQ-01245,Sales,Norge,Individual Contributor,Mid,2022-02-19,2022-03-05,14,106,15,EMP-03956,Internal
REQ-01246,Finance,Sverige,Individual Contributor,Mid,2024-06-06,2024-07-07,31,109,7,EMP-03957,LinkedIn
REQ-01247,Sales,Norge,Individual Contributor,Mid,2021-12-21,2022-02-01,42,82,8,EMP-03958,Agency
REQ-01248,Marketing,Sverige,Individual Contributor,Mid,2022-11-28,2022-12-24,26,142,13,EMP-03960,LinkedIn
REQ-01249,Engineering,Norge,Individual Contributor,Mid,2022-01-31,2022-03-15,43,44,3,EMP-03962,Referral
REQ-01250,Engineering,Tyskland,Individual Contributor,Junior,2024-10-18,2024-12-10,53,79,11,EMP-03966,LinkedIn
REQ-01251,Customer Support,Sverige,Individual Contributor,Junior,2023-12-13,2024-01-08,26,92,13,EMP-03968,Job Board
REQ-01252,Finance,Norge,Specialist,Junior,2024-10-23,2024-12-10,48,87,14,EMP-03970,Referral
REQ-01253,R&D,Sverige,Individual Contributor,Junior,2024-10-25,2024-12-10,46,150,6,EMP-03976,LinkedIn
REQ-01254,Sales,Norge,Individual Contributor,Junior,2024-10-28,2024-12-10,43,50,11,EMP-03979,Job Board
REQ-01255,Engineering,Sverige,Individual Contributor,Mid,2023-11-08,2023-12-18,40,128,3,EMP-03980,Job Board
REQ-01256,Customer Support,Norge,Individual Contributor,Junior,2022-06-04,2022-07-17,43,27,15,EMP-03983,Internal
REQ-01257,Sales,Norge,Individual Contributor,Junior,2024-11-17,2024-12-10,23,139,8,EMP-03986,Job Board
REQ-01258,Operations,Sverige,Individual Contributor,Junior,2022-10-11,2022-11-13,33,76,12,EMP-03989,Internal
REQ-01259,Engineering,Sverige,Individual Contributor,Mid,2022-03-25,2022-04-08,14,78,13,EMP-03990,Agency
REQ-01260,Operations,Sverige,Individual Contributor,Mid,2023-06-23,2023-08-14,52,112,15,EMP-03991,Referral
REQ-01261,Sales,Danmark,Individual Contributor,Junior,2022-06-01,2022-07-31,60,128,15,EMP-03992,Internal
REQ-01262,Customer Support,Sverige,Individual Contributor,Junior,2024-11-02,2024-12-10,38,22,3,EMP-03998,Job Board
REQ-01263,Marketing,Sverige,Individual Contributor,Mid,2022-07-07,2022-07-21,14,84,5,EMP-04001,Referral
REQ-01264,Customer Support,Norge,Individual Contributor,Junior,2023-07-31,2023-08-31,31,81,12,EMP-04003,Internal
REQ-01265,HR,Tyskland,Individual Contributor,Junior,2023-08-20,2023-09-25,36,105,7,EMP-04004,Agency
REQ-01266,HR,Tyskland,Individual Contributor,Mid,2024-02-08,2024-03-14,35,96,13,EMP-04006,LinkedIn
REQ-01267,Sales,Finland,Individual Contributor,Junior,2024-09-18,2024-12-10,83,75,15,EMP-04016,Job Board
REQ-01268,Marketing,Tyskland,Specialist,Mid,2023-04-09,2023-05-10,31,22,14,EMP-04018,Referral
REQ-01269,Engineering,Norge,Individual Contributor,Mid,2022-01-19,2022-03-01,41,125,6,EMP-04019,Internal
REQ-01270,Operations,Norge,Individual Contributor,Junior,2024-05-08,2024-06-14,37,84,10,EMP-04021,Job Board
REQ-01271,HR,Tyskland,Individual Contributor,Junior,2024-03-15,2024-04-16,32,40,14,EMP-04023,Referral
REQ-01272,Engineering,Norge,Individual Contributor,Junior,2023-02-11,2023-03-21,38,148,3,EMP-04025,LinkedIn
REQ-01273,Customer Support,Norge,Individual Contributor,Junior,2023-01-21,2023-02-04,14,133,13,EMP-04029,Agency
REQ-01274,Operations,Danmark,Individual Contributor,Junior,2024-02-13,2024-03-29,45,35,8,EMP-04030,Agency
REQ-01275,Operations,Danmark,Specialist,Mid,2022-07-22,2022-08-13,22,99,7,EMP-04035,LinkedIn
REQ-01276,Engineering,Sverige,Individual Contributor,Junior,2023-01-19,2023-02-22,34,53,12,EMP-04037,LinkedIn
REQ-01277,Sales,Danmark,Individual Contributor,Mid,2023-04-26,2023-05-18,22,67,7,EMP-04041,Referral
REQ-01278,Customer Support,Sverige,Individual Contributor,Junior,2023-02-06,2023-02-20,14,93,11,EMP-04044,LinkedIn
REQ-01279,Finance,Tyskland,Individual Contributor,Junior,2023-03-01,2023-04-14,44,134,7,EMP-04048,LinkedIn
REQ-01280,Engineering,Norge,Individual Contributor,Junior,2024-10-14,2024-12-10,57,64,4,EMP-04050,Agency
REQ-01281,Engineering,Sverige,Individual Contributor,Junior,2023-02-03,2023-03-27,52,71,4,EMP-04055,Job Board
REQ-01282,Sales,Sverige,Individual Contributor,Junior,2024-10-26,2024-12-10,45,30,8,EMP-04061,Referral
REQ-01283,Sales,Danmark,Individual Contributor,Mid,2023-11-03,2023-12-14,41,143,9,EMP-04062,Job Board
REQ-01284,Customer Support,Finland,Specialist,Mid,2023-10-02,2023-11-24,53,122,15,EMP-04064,Agency
REQ-01285,Customer Support,Norge,Individual Contributor,Junior,2022-04-26,2022-06-27,62,85,15,EMP-04071,Referral
REQ-01286,Engineering,Norge,Individual Contributor,Junior,2024-10-07,2024-12-10,64,91,4,EMP-04072,Referral
REQ-01287,Marketing,Sverige,Individual Contributor,Junior,2024-11-03,2024-12-10,37,147,4,EMP-04075,LinkedIn
REQ-01288,Sales,Sverige,Individual Contributor,Junior,2022-11-06,2022-11-26,20,147,11,EMP-04079,Internal
REQ-01289,R&D,Tyskland,Individual Contributor,Junior,2023-08-18,2023-09-01,14,135,15,EMP-04088,LinkedIn
REQ-01290,Marketing,Norge,Individual Contributor,Junior,2023-11-21,2023-12-05,14,50,3,EMP-04095,LinkedIn
REQ-01291,Operations,Tyskland,Individual Contributor,Junior,2024-06-22,2024-08-10,49,125,6,EMP-04100,Job Board
REQ-01292,Operations,Finland,Individual Contributor,Junior,2024-06-18,2024-07-24,36,125,5,EMP-04101,Job Board
REQ-01293,Finance,Norge,Individual Contributor,Junior,2024-10-01,2024-11-06,36,128,6,EMP-04104,Job Board
REQ-01294,Sales,Sverige,Individual Contributor,Junior,2024-11-20,2024-12-10,20,28,5,EMP-04106,Job Board
REQ-01295,Engineering,Norge,Individual Contributor,Junior,2022-03-08,2022-05-30,83,107,15,EMP-04115,Internal
REQ-01296,R&D,Tyskland,Individual Contributor,Junior,2024-08-04,2024-08-18,14,146,11,EMP-04116,Agency
REQ-01297,R&D,Danmark,Individual Contributor,Junior,2022-08-02,2022-09-08,37,106,6,EMP-04117,LinkedIn
REQ-01298,Sales,Tyskland,Individual Contributor,Junior,2022-06-02,2022-07-01,29,118,9,EMP-04118,Internal
REQ-01299,Engineering,Sverige,Individual Contributor,Mid,2023-10-20,2023-12-09,50,120,10,EMP-04121,Job Board
REQ-01300,Engineering,Norge,Individual Contributor,Junior,2024-10-26,2024-12-10,45,129,15,EMP-04122,LinkedIn
REQ-01301,Customer Support,Norge,Individual Contributor,Junior,2024-11-19,2024-12-10,21,57,4,EMP-04123,LinkedIn
REQ-01302,Customer Support,Danmark,Individual Contributor,Junior,2023-08-18,2023-09-05,18,62,7,EMP-04125,LinkedIn
REQ-01303,Customer Support,Tyskland,Specialist,Mid,2023-01-08,2023-03-14,65,129,4,EMP-04132,Referral
REQ-01304,Sales,Danmark,Individual Contributor,Junior,2024-11-10,2024-12-10,30,90,10,EMP-04133,Agency
REQ-01305,Operations,Danmark,Specialist,Mid,2023-11-09,2023-12-19,40,149,7,EMP-04135,Job Board
REQ-01306,Engineering,Sverige,Individual Contributor,Mid,2022-04-24,2022-05-20,26,45,11,EMP-04147,Internal
REQ-01307,Sales,Tyskland,Individual Contributor,Junior,2024-11-26,2024-12-10,14,109,4,EMP-04152,Referral
REQ-01308,Engineering,Norge,Individual Contributor,Mid,2022-02-11,2022-03-22,39,125,11,EMP-04154,LinkedIn
REQ-01309,Finance,Danmark,Individual Contributor,Junior,2024-01-05,2024-02-22,48,60,10,EMP-04155,Agency
REQ-01310,Engineering,Norge,Individual Contributor,Junior,2024-10-21,2024-12-10,50,56,15,EMP-04160,Job Board
REQ-01311,Customer Support,Norge,Individual Contributor,Junior,2024-01-16,2024-02-11,26,34,11,EMP-04161,LinkedIn
REQ-01312,Engineering,Norge,Individual Contributor,Mid,2021-11-07,2022-01-02,56,76,10,EMP-04164,Internal
REQ-01313,Sales,Norge,Individual Contributor,Mid,2021-12-22,2022-01-17,26,48,3,EMP-04166,Internal
REQ-01314,Finance,Sverige,Individual Contributor,Mid,2022-01-15,2022-03-11,55,115,12,EMP-04168,Referral
REQ-01315,Engineering,Sverige,Individual Contributor,Mid,2022-04-04,2022-06-14,71,62,6,EMP-04169,Internal
REQ-01316,Marketing,Tyskland,Individual Contributor,Junior,2023-07-08,2023-08-03,26,77,14,EMP-04176,Agency
REQ-01317,Engineering,Norge,Individual Contributor,Junior,2024-11-02,2024-12-10,38,25,7,EMP-04177,Referral
REQ-01318,Engineering,Norge,Individual Contributor,Mid,2022-03-28,2022-05-15,48,82,5,EMP-04181,Job Board
REQ-01319,Sales,Norge,Individual Contributor,Mid,2022-09-28,2022-11-08,41,66,5,EMP-04184,Internal
REQ-01320,Operations,Tyskland,Specialist,Mid,2022-04-05,2022-05-05,30,89,6,EMP-04187,Agency
REQ-01321,Engineering,Sverige,Individual Contributor,Mid,2022-10-03,2022-12-07,65,145,8,EMP-04198,Internal
REQ-01322,Engineering,Norge,Individual Contributor,Junior,2023-10-06,2023-11-28,53,45,4,EMP-04202,Referral
REQ-01323,Sales,Finland,Individual Contributor,Mid,2022-12-12,2023-02-11,61,108,12,EMP-04205,Referral
REQ-01324,Sales,Norge,Individual Contributor,Junior,2023-03-05,2023-03-23,18,134,4,EMP-04210,Referral
REQ-01325,Sales,Norge,Individual Contributor,Mid,2021-12-18,2022-01-13,26,38,4,EMP-04212,Internal
REQ-01326,Engineering,Danmark,Individual Contributor,Junior,2024-10-14,2024-12-10,57,88,13,EMP-04215,Job Board
REQ-01327,Operations,Norge,Individual Contributor,Junior,2024-11-05,2024-12-10,35,133,10,EMP-04218,Referral
REQ-01328,R&D,Norge,Individual Contributor,Junior,2024-03-24,2024-04-25,32,50,9,EMP-04219,LinkedIn
REQ-01329,Engineering,Sverige,Individual Contributor,Junior,2024-02-03,2024-03-16,42,100,12,EMP-04221,Internal
REQ-01330,Marketing,Sverige,Individual Contributor,Junior,2024-06-07,2024-07-13,36,32,12,EMP-04223,Job Board
REQ-01331,Operations,Finland,Individual Contributor,Junior,2023-02-08,2023-04-15,66,56,13,EMP-04224,Agency
REQ-01332,Customer Support,Sverige,Individual Contributor,Mid,2022-06-02,2022-06-16,14,138,11,EMP-04229,Internal
REQ-01333,Operations,Norge,Individual Contributor,Junior,2022-09-13,2022-10-15,32,120,15,EMP-04234,LinkedIn
REQ-01334,Sales,Sverige,Individual Contributor,Junior,2022-07-25,2022-08-27,33,36,12,EMP-04241,Internal
REQ-01335,Engineering,Tyskland,Individual Contributor,Junior,2023-10-28,2023-11-30,33,62,11,EMP-04246,LinkedIn
REQ-01336,Customer Support,Tyskland,Specialist,Mid,2021-12-03,2022-01-04,32,91,15,EMP-04248,Internal
REQ-01337,Operations,Tyskland,Individual Contributor,Junior,2022-12-28,2023-01-11,14,88,3,EMP-04253,Job Board
REQ-01338,Marketing,Norge,Individual Contributor,Junior,2024-05-23,2024-06-18,26,131,13,EMP-04255,Agency
REQ-01339,Finance,Finland,Individual Contributor,Mid,2021-12-11,2022-01-20,40,31,13,EMP-04265,Referral
REQ-01340,Sales,Danmark,Individual Contributor,Mid,2024-11-06,2024-12-10,34,77,8,EMP-04267,Agency
REQ-01341,Engineering,Norge,Individual Contributor,Mid,2022-09-12,2022-11-29,78,138,7,EMP-04274,Agency
REQ-01342,Sales,Sverige,Individual Contributor,Junior,2024-11-18,2024-12-10,22,74,8,EMP-04276,Agency
REQ-01343,Engineering,Sverige,Individual Contributor,Mid,2023-07-02,2023-08-01,30,35,15,EMP-04285,Referral
REQ-01344,Customer Support,Norge,Individual Contributor,Junior,2024-10-22,2024-12-10,49,100,15,EMP-04286,Job Board
REQ-01345,Sales,Norge,Individual Contributor,Mid,2022-06-06,2022-06-20,14,94,5,EMP-04293,Job Board
REQ-01346,Sales,Tyskland,Individual Contributor,Mid,2022-05-10,2022-06-04,25,96,12,EMP-04297,Job Board
REQ-01347,Customer Support,Danmark,Individual Contributor,Mid,2023-04-11,2023-05-11,30,84,12,EMP-04298,LinkedIn
REQ-01348,HR,Norge,Specialist,Mid,2023-07-28,2023-08-17,20,146,9,EMP-04300,Job Board
REQ-01349,Engineering,Norge,Individual Contributor,Mid,2023-07-01,2023-08-18,48,106,9,EMP-04304,Referral
REQ-01350,Operations,Norge,Specialist,Mid,2024-11-15,2024-12-10,25,78,15,EMP-04307,Referral
REQ-01351,HR,Norge,Individual Contributor,Mid,2023-07-30,2023-08-13,14,124,11,EMP-04310,Referral
REQ-01352,Marketing,Sverige,Individual Contributor,Junior,2024-10-12,2024-11-25,44,99,8,EMP-04320,Internal
REQ-01353,R&D,Norge,Individual Contributor,Mid,2023-02-07,2023-03-23,44,74,15,EMP-04326,Referral
REQ-01354,Sales,Sverige,Individual Contributor,Mid,2023-05-21,2023-06-10,20,53,13,EMP-04331,LinkedIn
REQ-01355,Engineering,Sverige,Individual Contributor,Junior,2022-06-04,2022-07-15,41,42,15,EMP-04336,Internal
REQ-01356,Sales,Danmark,Individual Contributor,Junior,2022-10-02,2022-12-03,62,71,14,EMP-04339,Job Board
REQ-01357,Finance,Danmark,Individual Contributor,Mid,2021-12-16,2022-01-26,41,145,6,EMP-04342,LinkedIn
REQ-01358,Sales,Sverige,Individual Contributor,Mid,2022-04-24,2022-05-29,35,64,9,EMP-04343,Internal
REQ-01359,Finance,Danmark,Individual Contributor,Junior,2024-10-12,2024-12-10,59,97,3,EMP-04346,Referral
REQ-01360,Customer Support,Danmark,Individual Contributor,Mid,2022-01-25,2022-02-08,14,96,7,EMP-04348,Internal
REQ-01361,Engineering,Norge,Individual Contributor,Junior,2024-05-01,2024-05-20,19,93,11,EMP-04349,Referral
REQ-01362,Engineering,Finland,Individual Contributor,Mid,2022-10-16,2022-12-17,62,35,15,EMP-04352,Internal
REQ-01363,Engineering,Finland,Individual Contributor,Junior,2024-09-29,2024-12-10,72,57,3,EMP-04354,Referral
REQ-01364,Operations,Sverige,Individual Contributor,Mid,2022-06-25,2022-07-09,14,55,15,EMP-04355,Referral
REQ-01365,Engineering,Sverige,Individual Contributor,Junior,2024-04-06,2024-05-06,30,111,12,EMP-04356,Referral
REQ-01366,Engineering,Sverige,Individual Contributor,Junior,2022-12-06,2023-02-05,61,52,4,EMP-04358,LinkedIn
REQ-01367,Sales,Norge,Individual Contributor,Junior,2023-10-14,2023-10-31,17,149,9,EMP-04362,Job Board
REQ-01368,R&D,Danmark,Individual Contributor,Mid,2023-10-03,2023-11-03,31,85,14,EMP-04368,LinkedIn
REQ-01369,Operations,Danmark,Specialist,Mid,2022-05-28,2022-07-05,38,61,12,EMP-04369,Job Board
REQ-01370,R&D,Norge,Individual Contributor,Mid,2022-01-10,2022-02-28,49,40,15,EMP-04373,Internal
REQ-01371,Customer Support,Norge,Individual Contributor,Junior,2023-07-27,2023-08-26,30,62,3,EMP-04375,Job Board
REQ-01372,HR,Finland,Individual Contributor,Mid,2022-03-25,2022-05-16,52,100,5,EMP-04377,Internal
REQ-01373,Engineering,Norge,Individual Contributor,Mid,2022-06-19,2022-07-20,31,150,10,EMP-04378,LinkedIn
REQ-01374,Marketing,Norge,Individual Contributor,Junior,2024-08-10,2024-09-22,43,50,12,EMP-04384,LinkedIn
REQ-01375,Engineering,Sverige,Individual Contributor,Junior,2023-06-06,2023-07-12,36,60,7,EMP-04387,Referral
REQ-01376,HR,Danmark,Individual Contributor,Mid,2022-04-09,2022-04-23,14,115,5,EMP-04391,Job Board
REQ-01377,Sales,Tyskland,Individual Contributor,Mid,2022-02-22,2022-04-28,65,36,13,EMP-04395,Agency
REQ-01378,Operations,Sverige,Individual Contributor,Junior,2024-04-24,2024-06-25,62,52,5,EMP-04399,Referral
REQ-01379,Operations,Norge,Individual Contributor,Junior,2023-08-30,2023-10-06,37,59,7,EMP-04403,LinkedIn
REQ-01380,Marketing,Norge,Individual Contributor,Junior,2022-11-23,2023-01-20,58,138,9,EMP-04404,Job Board
REQ-01381,Sales,Tyskland,Individual Contributor,Mid,2022-03-14,2022-04-13,30,59,14,EMP-04408,Internal
REQ-01382,Marketing,Finland,Specialist,Mid,2022-05-28,2022-07-09,42,29,9,EMP-04413,Referral
REQ-01383,Engineering,Norge,Individual Contributor,Junior,2024-06-02,2024-07-19,47,109,7,EMP-04421,Referral
REQ-01384,Engineering,Tyskland,Individual Contributor,Mid,2022-04-16,2022-05-22,36,126,13,EMP-04424,Job Board
REQ-01385,Sales,Norge,Individual Contributor,Junior,2024-03-08,2024-03-22,14,127,15,EMP-04425,Referral
REQ-01386,Finance,Sverige,Specialist,Junior,2023-12-26,2024-01-25,30,68,10,EMP-04426,Internal
REQ-01387,Sales,Norge,Individual Contributor,Mid,2022-05-17,2022-07-10,54,132,3,EMP-04427,LinkedIn
REQ-01388,Operations,Sverige,Individual Contributor,Junior,2023-01-10,2023-02-18,39,33,12,EMP-04429,Job Board
